participant_id,timestamp,task,trail,label
0,16836,BA_LEFT_CLICK,0,NONE
0,16870,BA_LEFT_CLICK,0,NONE
0,16904,BA_LEFT_CLICK,0,NONE
0,16937,BA_LEFT_CLICK,0,NONE
0,16969,BA_LEFT_CLICK,0,NONE
0,17003,BA_LEFT_CLICK,0,NONE
0,17037,BA_LEFT_CLICK,0,NONE
0,17067,BA_LEFT_CLICK,0,NONE
0,17100,BA_LEFT_CLICK,0,NONE
0,17137,BA_LEFT_CLICK,0,NONE
0,17170,BA_LEFT_CLICK,0,NONE
0,17205,BA_LEFT_CLICK,0,NONE
0,17237,BA_LEFT_CLICK,0,NONE
0,17271,BA_LEFT_CLICK,0,NONE
0,17303,BA_LEFT_CLICK,0,NONE
0,17337,BA_LEFT_CLICK,0,NONE
0,17370,BA_LEFT_CLICK,0,NONE
0,17404,BA_LEFT_CLICK,0,NONE
0,17437,BA_LEFT_CLICK,0,NONE
0,17470,BA_LEFT_CLICK,0,NONE
0,17503,BA_LEFT_CLICK,0,NONE
0,17536,BA_LEFT_CLICK,0,NONE
0,17570,BA_LEFT_CLICK,0,NONE
0,17604,BA_LEFT_CLICK,0,NONE
0,17637,BA_LEFT_CLICK,0,NONE
0,17671,BA_LEFT_CLICK,0,NONE
0,17705,BA_LEFT_CLICK,0,NONE
0,17739,BA_LEFT_CLICK,0,NONE
0,17770,BA_LEFT_CLICK,0,NONE
0,17805,BA_LEFT_CLICK,0,NONE
0,17838,BA_LEFT_CLICK,0,NONE
0,17870,BA_LEFT_CLICK,0,NONE
0,17903,BA_LEFT_CLICK,0,NONE
0,17936,BA_LEFT_CLICK,0,NONE
0,17970,BA_LEFT_CLICK,0,NONE
0,18004,BA_LEFT_CLICK,0,NONE
0,18038,BA_LEFT_CLICK,0,NONE
0,18072,BA_LEFT_CLICK,0,NONE
0,18105,BA_LEFT_CLICK,0,LEFT_PRESS
0,18138,BA_LEFT_CLICK,0,LEFT_PRESS
0,18171,BA_LEFT_CLICK,0,LEFT_PRESS
0,18203,BA_LEFT_CLICK,0,LEFT_PRESS
0,18236,BA_LEFT_CLICK,0,LEFT_PRESS
0,18270,BA_LEFT_CLICK,0,LEFT_PRESS
0,18303,BA_LEFT_CLICK,0,LEFT_PRESS
0,18337,BA_LEFT_CLICK,0,LEFT_PRESS
0,18370,BA_LEFT_CLICK,0,LEFT_PRESS
0,18404,BA_LEFT_CLICK,0,LEFT_PRESS
0,18438,BA_LEFT_CLICK,0,LEFT_RELEASE
0,18470,BA_LEFT_CLICK,0,LEFT_RELEASE
0,18503,BA_LEFT_CLICK,0,LEFT_RELEASE
0,18537,BA_LEFT_CLICK,0,LEFT_RELEASE
0,18570,BA_LEFT_CLICK,0,LEFT_RELEASE
0,18604,BA_LEFT_CLICK,0,LEFT_RELEASE
0,18637,BA_LEFT_CLICK,0,LEFT_RELEASE
0,18672,BA_LEFT_CLICK,0,LEFT_RELEASE
0,18700,BA_LEFT_CLICK,0,LEFT_RELEASE
0,18738,BA_LEFT_CLICK,0,LEFT_RELEASE
0,18769,BA_LEFT_CLICK,0,NONE
0,18803,BA_LEFT_CLICK,0,NONE
0,18837,BA_LEFT_CLICK,0,NONE
0,18871,BA_LEFT_CLICK,0,NONE
0,18904,BA_LEFT_CLICK,0,NONE
0,18938,BA_LEFT_CLICK,0,NONE
0,18972,BA_LEFT_CLICK,0,NONE
0,19004,BA_LEFT_CLICK,0,NONE
0,19037,BA_LEFT_CLICK,0,NONE
0,19070,BA_LEFT_CLICK,0,NONE
0,19103,BA_LEFT_CLICK,0,NONE
0,19138,BA_LEFT_CLICK,0,NONE
0,19171,BA_LEFT_CLICK,0,NONE
0,19205,BA_LEFT_CLICK,0,NONE
0,19239,BA_LEFT_CLICK,0,NONE
0,19271,BA_LEFT_CLICK,0,NONE
0,19303,BA_LEFT_CLICK,0,NONE
0,19337,BA_LEFT_CLICK,0,NONE
0,19370,BA_LEFT_CLICK,0,NONE
0,19404,BA_LEFT_CLICK,0,NONE
0,19438,BA_LEFT_CLICK,0,NONE
0,19472,BA_LEFT_CLICK,0,NONE
0,19503,BA_LEFT_CLICK,0,NONE
0,19538,BA_LEFT_CLICK,0,NONE
0,19570,BA_LEFT_CLICK,0,NONE
0,19603,BA_LEFT_CLICK,0,NONE
0,19637,BA_LEFT_CLICK,0,NONE
0,19670,BA_LEFT_CLICK,0,NONE
0,19704,BA_LEFT_CLICK,0,NONE
0,19737,BA_LEFT_CLICK,0,NONE
0,19771,BA_LEFT_CLICK,0,NONE
0,19804,BA_LEFT_CLICK,0,NONE
0,19836,BA_LEFT_CLICK,0,NONE
0,21435,BA_LEFT_CLICK,1,NONE
0,21470,BA_LEFT_CLICK,1,NONE
0,21503,BA_LEFT_CLICK,1,NONE
0,21537,BA_LEFT_CLICK,1,NONE
0,21570,BA_LEFT_CLICK,1,NONE
0,21605,BA_LEFT_CLICK,1,NONE
0,21637,BA_LEFT_CLICK,1,NONE
0,21670,BA_LEFT_CLICK,1,NONE
0,21703,BA_LEFT_CLICK,1,NONE
0,21737,BA_LEFT_CLICK,1,NONE
0,21770,BA_LEFT_CLICK,1,NONE
0,21804,BA_LEFT_CLICK,1,NONE
0,21837,BA_LEFT_CLICK,1,NONE
0,21872,BA_LEFT_CLICK,1,NONE
0,21903,BA_LEFT_CLICK,1,NONE
0,21938,BA_LEFT_CLICK,1,NONE
0,21970,BA_LEFT_CLICK,1,NONE
0,22003,BA_LEFT_CLICK,1,NONE
0,22037,BA_LEFT_CLICK,1,NONE
0,22070,BA_LEFT_CLICK,1,NONE
0,22104,BA_LEFT_CLICK,1,NONE
0,22137,BA_LEFT_CLICK,1,NONE
0,22171,BA_LEFT_CLICK,1,NONE
0,22205,BA_LEFT_CLICK,1,NONE
0,22236,BA_LEFT_CLICK,1,NONE
0,22270,BA_LEFT_CLICK,1,NONE
0,22303,BA_LEFT_CLICK,1,NONE
0,22337,BA_LEFT_CLICK,1,NONE
0,22371,BA_LEFT_CLICK,1,NONE
0,22404,BA_LEFT_CLICK,1,NONE
0,22439,BA_LEFT_CLICK,1,NONE
0,22471,BA_LEFT_CLICK,1,NONE
0,22504,BA_LEFT_CLICK,1,NONE
0,22537,BA_LEFT_CLICK,1,NONE
0,22570,BA_LEFT_CLICK,1,NONE
0,22603,BA_LEFT_CLICK,1,NONE
0,22638,BA_LEFT_CLICK,1,NONE
0,22672,BA_LEFT_CLICK,1,LEFT_PRESS
0,22704,BA_LEFT_CLICK,1,LEFT_PRESS
0,22738,BA_LEFT_CLICK,1,LEFT_PRESS
0,22770,BA_LEFT_CLICK,1,LEFT_PRESS
0,22803,BA_LEFT_CLICK,1,LEFT_PRESS
0,22837,BA_LEFT_CLICK,1,LEFT_PRESS
0,22870,BA_LEFT_CLICK,1,LEFT_PRESS
0,22905,BA_LEFT_CLICK,1,LEFT_PRESS
0,22937,BA_LEFT_CLICK,1,LEFT_PRESS
0,22971,BA_LEFT_CLICK,1,LEFT_RELEASE
0,23004,BA_LEFT_CLICK,1,LEFT_RELEASE
0,23037,BA_LEFT_CLICK,1,LEFT_RELEASE
0,23070,BA_LEFT_CLICK,1,LEFT_RELEASE
0,23104,BA_LEFT_CLICK,1,LEFT_RELEASE
0,23137,BA_LEFT_CLICK,1,LEFT_RELEASE
0,23171,BA_LEFT_CLICK,1,LEFT_RELEASE
0,23205,BA_LEFT_CLICK,1,LEFT_RELEASE
0,23239,BA_LEFT_CLICK,1,LEFT_RELEASE
0,23271,BA_LEFT_CLICK,1,NONE
0,23303,BA_LEFT_CLICK,1,NONE
0,23337,BA_LEFT_CLICK,1,NONE
0,23369,BA_LEFT_CLICK,1,NONE
0,23404,BA_LEFT_CLICK,1,NONE
0,23437,BA_LEFT_CLICK,1,NONE
0,23470,BA_LEFT_CLICK,1,NONE
0,23504,BA_LEFT_CLICK,1,NONE
0,23539,BA_LEFT_CLICK,1,NONE
0,23571,BA_LEFT_CLICK,1,NONE
0,23603,BA_LEFT_CLICK,1,NONE
0,23637,BA_LEFT_CLICK,1,NONE
0,23670,BA_LEFT_CLICK,1,NONE
0,23699,BA_LEFT_CLICK,1,NONE
0,25370,BA_LEFT_CLICK,2,NONE
0,25405,BA_LEFT_CLICK,2,NONE
0,25438,BA_LEFT_CLICK,2,NONE
0,25471,BA_LEFT_CLICK,2,NONE
0,25504,BA_LEFT_CLICK,2,NONE
0,25538,BA_LEFT_CLICK,2,NONE
0,25570,BA_LEFT_CLICK,2,NONE
0,25605,BA_LEFT_CLICK,2,NONE
0,25639,BA_LEFT_CLICK,2,NONE
0,25672,BA_LEFT_CLICK,2,NONE
0,25705,BA_LEFT_CLICK,2,NONE
0,25738,BA_LEFT_CLICK,2,NONE
0,25770,BA_LEFT_CLICK,2,NONE
0,25803,BA_LEFT_CLICK,2,NONE
0,25837,BA_LEFT_CLICK,2,NONE
0,25871,BA_LEFT_CLICK,2,NONE
0,25904,BA_LEFT_CLICK,2,NONE
0,25939,BA_LEFT_CLICK,2,NONE
0,25972,BA_LEFT_CLICK,2,NONE
0,26004,BA_LEFT_CLICK,2,NONE
0,26037,BA_LEFT_CLICK,2,NONE
0,26070,BA_LEFT_CLICK,2,NONE
0,26104,BA_LEFT_CLICK,2,NONE
0,26137,BA_LEFT_CLICK,2,NONE
0,26172,BA_LEFT_CLICK,2,NONE
0,26204,BA_LEFT_CLICK,2,NONE
0,26239,BA_LEFT_CLICK,2,NONE
0,26272,BA_LEFT_CLICK,2,NONE
0,26304,BA_LEFT_CLICK,2,NONE
0,26337,BA_LEFT_CLICK,2,NONE
0,26371,BA_LEFT_CLICK,2,NONE
0,26404,BA_LEFT_CLICK,2,NONE
0,26438,BA_LEFT_CLICK,2,NONE
0,26472,BA_LEFT_CLICK,2,NONE
0,26504,BA_LEFT_CLICK,2,NONE
0,26539,BA_LEFT_CLICK,2,NONE
0,26573,BA_LEFT_CLICK,2,NONE
0,26603,BA_LEFT_CLICK,2,NONE
0,26637,BA_LEFT_CLICK,2,NONE
0,26670,BA_LEFT_CLICK,2,NONE
0,26705,BA_LEFT_CLICK,2,NONE
0,26737,BA_LEFT_CLICK,2,NONE
0,26772,BA_LEFT_CLICK,2,NONE
0,26804,BA_LEFT_CLICK,2,NONE
0,26839,BA_LEFT_CLICK,2,NONE
0,26871,BA_LEFT_CLICK,2,NONE
0,26904,BA_LEFT_CLICK,2,NONE
0,26934,BA_LEFT_CLICK,2,NONE
0,26968,BA_LEFT_CLICK,2,NONE
0,27006,BA_LEFT_CLICK,2,NONE
0,27038,BA_LEFT_CLICK,2,NONE
0,27072,BA_LEFT_CLICK,2,NONE
0,27104,BA_LEFT_CLICK,2,NONE
0,27137,BA_LEFT_CLICK,2,LEFT_PRESS
0,27170,BA_LEFT_CLICK,2,LEFT_PRESS
0,27204,BA_LEFT_CLICK,2,LEFT_PRESS
0,27237,BA_LEFT_CLICK,2,LEFT_PRESS
0,27271,BA_LEFT_CLICK,2,LEFT_PRESS
0,27305,BA_LEFT_CLICK,2,LEFT_PRESS
0,27337,BA_LEFT_CLICK,2,LEFT_PRESS
0,27372,BA_LEFT_CLICK,2,LEFT_PRESS
0,27406,BA_LEFT_CLICK,2,LEFT_PRESS
0,27438,BA_LEFT_CLICK,2,LEFT_PRESS
0,27470,BA_LEFT_CLICK,2,LEFT_PRESS
0,27503,BA_LEFT_CLICK,2,LEFT_PRESS
0,27539,BA_LEFT_CLICK,2,LEFT_PRESS
0,27570,BA_LEFT_CLICK,2,LEFT_RELEASE
0,27604,BA_LEFT_CLICK,2,LEFT_RELEASE
0,27638,BA_LEFT_CLICK,2,LEFT_RELEASE
0,27671,BA_LEFT_CLICK,2,LEFT_RELEASE
0,27704,BA_LEFT_CLICK,2,LEFT_RELEASE
0,27737,BA_LEFT_CLICK,2,LEFT_RELEASE
0,27771,BA_LEFT_CLICK,2,LEFT_RELEASE
0,27805,BA_LEFT_CLICK,2,LEFT_RELEASE
0,27837,BA_LEFT_CLICK,2,LEFT_RELEASE
0,27872,BA_LEFT_CLICK,2,LEFT_RELEASE
0,27905,BA_LEFT_CLICK,2,LEFT_RELEASE
0,27939,BA_LEFT_CLICK,2,LEFT_RELEASE
0,27971,BA_LEFT_CLICK,2,LEFT_RELEASE
0,28004,BA_LEFT_CLICK,2,NONE
0,28038,BA_LEFT_CLICK,2,NONE
0,28071,BA_LEFT_CLICK,2,NONE
0,28104,BA_LEFT_CLICK,2,NONE
0,28138,BA_LEFT_CLICK,2,NONE
0,28172,BA_LEFT_CLICK,2,NONE
0,28204,BA_LEFT_CLICK,2,NONE
0,28239,BA_LEFT_CLICK,2,NONE
0,28271,BA_LEFT_CLICK,2,NONE
0,28305,BA_LEFT_CLICK,2,NONE
0,28338,BA_LEFT_CLICK,2,NONE
0,28371,BA_LEFT_CLICK,2,NONE
0,28404,BA_LEFT_CLICK,2,NONE
0,29905,BA_LEFT_CLICK,3,NONE
0,29937,BA_LEFT_CLICK,3,NONE
0,29971,BA_LEFT_CLICK,3,NONE
0,30004,BA_LEFT_CLICK,3,NONE
0,30039,BA_LEFT_CLICK,3,NONE
0,30072,BA_LEFT_CLICK,3,NONE
0,30105,BA_LEFT_CLICK,3,NONE
0,30138,BA_LEFT_CLICK,3,NONE
0,30171,BA_LEFT_CLICK,3,NONE
0,30204,BA_LEFT_CLICK,3,NONE
0,30238,BA_LEFT_CLICK,3,NONE
0,30272,BA_LEFT_CLICK,3,NONE
0,30304,BA_LEFT_CLICK,3,NONE
0,30339,BA_LEFT_CLICK,3,NONE
0,30373,BA_LEFT_CLICK,3,NONE
0,30404,BA_LEFT_CLICK,3,NONE
0,30436,BA_LEFT_CLICK,3,NONE
0,30472,BA_LEFT_CLICK,3,NONE
0,30504,BA_LEFT_CLICK,3,NONE
0,30539,BA_LEFT_CLICK,3,NONE
0,30572,BA_LEFT_CLICK,3,NONE
0,30606,BA_LEFT_CLICK,3,NONE
0,30639,BA_LEFT_CLICK,3,NONE
0,30673,BA_LEFT_CLICK,3,NONE
0,30704,BA_LEFT_CLICK,3,NONE
0,30739,BA_LEFT_CLICK,3,NONE
0,30771,BA_LEFT_CLICK,3,NONE
0,30805,BA_LEFT_CLICK,3,NONE
0,30839,BA_LEFT_CLICK,3,NONE
0,30872,BA_LEFT_CLICK,3,NONE
0,30906,BA_LEFT_CLICK,3,NONE
0,30939,BA_LEFT_CLICK,3,NONE
0,30973,BA_LEFT_CLICK,3,NONE
0,31005,BA_LEFT_CLICK,3,NONE
0,31037,BA_LEFT_CLICK,3,NONE
0,31072,BA_LEFT_CLICK,3,NONE
0,31105,BA_LEFT_CLICK,3,NONE
0,31137,BA_LEFT_CLICK,3,NONE
0,31173,BA_LEFT_CLICK,3,NONE
0,31206,BA_LEFT_CLICK,3,NONE
0,31238,BA_LEFT_CLICK,3,NONE
0,31273,BA_LEFT_CLICK,3,NONE
0,31305,BA_LEFT_CLICK,3,NONE
0,31337,BA_LEFT_CLICK,3,LEFT_PRESS
0,31372,BA_LEFT_CLICK,3,LEFT_PRESS
0,31405,BA_LEFT_CLICK,3,LEFT_PRESS
0,31438,BA_LEFT_CLICK,3,LEFT_PRESS
0,31472,BA_LEFT_CLICK,3,LEFT_PRESS
0,31506,BA_LEFT_CLICK,3,LEFT_PRESS
0,31539,BA_LEFT_CLICK,3,LEFT_PRESS
0,31572,BA_LEFT_CLICK,3,LEFT_PRESS
0,31607,BA_LEFT_CLICK,3,LEFT_PRESS
0,31637,BA_LEFT_CLICK,3,LEFT_PRESS
0,31672,BA_LEFT_CLICK,3,LEFT_RELEASE
0,31705,BA_LEFT_CLICK,3,LEFT_RELEASE
0,31738,BA_LEFT_CLICK,3,LEFT_RELEASE
0,31771,BA_LEFT_CLICK,3,LEFT_RELEASE
0,31805,BA_LEFT_CLICK,3,LEFT_RELEASE
0,31839,BA_LEFT_CLICK,3,LEFT_RELEASE
0,31872,BA_LEFT_CLICK,3,LEFT_RELEASE
0,31908,BA_LEFT_CLICK,3,LEFT_RELEASE
0,31938,BA_LEFT_CLICK,3,LEFT_RELEASE
0,31970,BA_LEFT_CLICK,3,LEFT_RELEASE
0,32005,BA_LEFT_CLICK,3,LEFT_RELEASE
0,32039,BA_LEFT_CLICK,3,LEFT_RELEASE
0,32071,BA_LEFT_CLICK,3,LEFT_RELEASE
0,32105,BA_LEFT_CLICK,3,LEFT_RELEASE
0,32139,BA_LEFT_CLICK,3,LEFT_RELEASE
0,32172,BA_LEFT_CLICK,3,NONE
0,32207,BA_LEFT_CLICK,3,NONE
0,32238,BA_LEFT_CLICK,3,NONE
0,32271,BA_LEFT_CLICK,3,NONE
0,32305,BA_LEFT_CLICK,3,NONE
0,32338,BA_LEFT_CLICK,3,NONE
0,32372,BA_LEFT_CLICK,3,NONE
0,32406,BA_LEFT_CLICK,3,NONE
0,32439,BA_LEFT_CLICK,3,NONE
0,32472,BA_LEFT_CLICK,3,NONE
0,32506,BA_LEFT_CLICK,3,NONE
0,32540,BA_LEFT_CLICK,3,NONE
0,32573,BA_LEFT_CLICK,3,NONE
0,32604,BA_LEFT_CLICK,3,NONE
0,32638,BA_LEFT_CLICK,3,NONE
0,32671,BA_LEFT_CLICK,3,NONE
0,32705,BA_LEFT_CLICK,3,NONE
0,35805,BA_LEFT_CLICK,4,NONE
0,35837,BA_LEFT_CLICK,4,NONE
0,35872,BA_LEFT_CLICK,4,NONE
0,35905,BA_LEFT_CLICK,4,NONE
0,35939,BA_LEFT_CLICK,4,NONE
0,35972,BA_LEFT_CLICK,4,NONE
0,36006,BA_LEFT_CLICK,4,NONE
0,36039,BA_LEFT_CLICK,4,NONE
0,36073,BA_LEFT_CLICK,4,NONE
0,36106,BA_LEFT_CLICK,4,NONE
0,36139,BA_LEFT_CLICK,4,NONE
0,36173,BA_LEFT_CLICK,4,NONE
0,36206,BA_LEFT_CLICK,4,NONE
0,36239,BA_LEFT_CLICK,4,NONE
0,36273,BA_LEFT_CLICK,4,NONE
0,36307,BA_LEFT_CLICK,4,NONE
0,36340,BA_LEFT_CLICK,4,NONE
0,36374,BA_LEFT_CLICK,4,NONE
0,36406,BA_LEFT_CLICK,4,NONE
0,36439,BA_LEFT_CLICK,4,NONE
0,36470,BA_LEFT_CLICK,4,NONE
0,36504,BA_LEFT_CLICK,4,NONE
0,36539,BA_LEFT_CLICK,4,NONE
0,36572,BA_LEFT_CLICK,4,NONE
0,36605,BA_LEFT_CLICK,4,NONE
0,36639,BA_LEFT_CLICK,4,NONE
0,36672,BA_LEFT_CLICK,4,NONE
0,36706,BA_LEFT_CLICK,4,NONE
0,36739,BA_LEFT_CLICK,4,NONE
0,36772,BA_LEFT_CLICK,4,NONE
0,36806,BA_LEFT_CLICK,4,NONE
0,36839,BA_LEFT_CLICK,4,NONE
0,36872,BA_LEFT_CLICK,4,NONE
0,36906,BA_LEFT_CLICK,4,NONE
0,36939,BA_LEFT_CLICK,4,NONE
0,36973,BA_LEFT_CLICK,4,NONE
0,37006,BA_LEFT_CLICK,4,NONE
0,37038,BA_LEFT_CLICK,4,NONE
0,37072,BA_LEFT_CLICK,4,NONE
0,37105,BA_LEFT_CLICK,4,NONE
0,37138,BA_LEFT_CLICK,4,NONE
0,37172,BA_LEFT_CLICK,4,NONE
0,37205,BA_LEFT_CLICK,4,NONE
0,37239,BA_LEFT_CLICK,4,NONE
0,37272,BA_LEFT_CLICK,4,LEFT_PRESS
0,37305,BA_LEFT_CLICK,4,LEFT_PRESS
0,37338,BA_LEFT_CLICK,4,LEFT_PRESS
0,37372,BA_LEFT_CLICK,4,LEFT_PRESS
0,37405,BA_LEFT_CLICK,4,LEFT_PRESS
0,37439,BA_LEFT_CLICK,4,LEFT_PRESS
0,37472,BA_LEFT_CLICK,4,LEFT_PRESS
0,37506,BA_LEFT_CLICK,4,LEFT_PRESS
0,37539,BA_LEFT_CLICK,4,LEFT_PRESS
0,37573,BA_LEFT_CLICK,4,LEFT_PRESS
0,37606,BA_LEFT_CLICK,4,LEFT_RELEASE
0,37640,BA_LEFT_CLICK,4,LEFT_RELEASE
0,37673,BA_LEFT_CLICK,4,LEFT_RELEASE
0,37706,BA_LEFT_CLICK,4,LEFT_RELEASE
0,37740,BA_LEFT_CLICK,4,LEFT_RELEASE
0,37773,BA_LEFT_CLICK,4,LEFT_RELEASE
0,37808,BA_LEFT_CLICK,4,LEFT_RELEASE
0,37841,BA_LEFT_CLICK,4,LEFT_RELEASE
0,37871,BA_LEFT_CLICK,4,LEFT_RELEASE
0,37905,BA_LEFT_CLICK,4,LEFT_RELEASE
0,37939,BA_LEFT_CLICK,4,LEFT_RELEASE
0,37972,BA_LEFT_CLICK,4,LEFT_RELEASE
0,38005,BA_LEFT_CLICK,4,LEFT_RELEASE
0,38039,BA_LEFT_CLICK,4,LEFT_RELEASE
0,38072,BA_LEFT_CLICK,4,LEFT_RELEASE
0,38105,BA_LEFT_CLICK,4,LEFT_RELEASE
0,38139,BA_LEFT_CLICK,4,LEFT_RELEASE
0,38205,BA_LEFT_CLICK,4,NONE
0,38239,BA_LEFT_CLICK,4,NONE
0,38273,BA_LEFT_CLICK,4,NONE
0,38306,BA_LEFT_CLICK,4,NONE
0,39938,BA_LEFT_CLICK,5,NONE
0,39973,BA_LEFT_CLICK,5,NONE
0,40007,BA_LEFT_CLICK,5,NONE
0,40040,BA_LEFT_CLICK,5,NONE
0,40073,BA_LEFT_CLICK,5,NONE
0,40107,BA_LEFT_CLICK,5,NONE
0,40140,BA_LEFT_CLICK,5,NONE
0,40174,BA_LEFT_CLICK,5,NONE
