timestamp,label
9007,point
9040,point
9072,point
9107,point
9140,point
9171,point
9206,point
9239,point
9272,point
9308,point
9338,point
9375,point
9405,point
9441,point
9471,point
9508,point
9538,point
9574,point
9605,point
9638,point
9673,point
9707,point
9738,point
9774,point
9805,point
9841,point
9872,point
9908,point
9938,point
9973,point
10008,point
10036,point
10074,point
10105,point
10141,point
10171,point
10207,point
10241,point
10274,point
10308,point
10341,point
10375,point
10405,point
10441,point
10471,point
10508,point
10541,point
10574,point
10605,point
10641,point
10671,point
10708,point
10741,point
10775,point
10805,point
10841,point
10875,point
10908,point
10941,point
12205,point
12238,point
12272,point
12307,point
12341,point
12374,point
12408,point
12441,point
12475,point
12509,point
12541,point
12575,point
12608,point
12639,point
12675,point
12705,point
12741,point
12771,point
12807,point
12838,point
12875,point
12904,point
12941,point
12971,point
13008,point
13038,point
13074,point
13105,point
13140,point
13173,point
13208,point
13238,point
13275,point
13305,point
13340,point
13372,point
13407,point
13438,point
13474,point
13504,point
13541,point
13573,point
13608,point
13638,point
13674,point
13705,point
16739,point
16774,point
16804,point
16838,point
16871,point
16905,point
16938,point
16972,point
17004,point
17039,point
17072,point
17105,point
17138,point
17174,point
17205,point
17240,point
17272,point
17308,point
17338,point
17375,point
17405,point
17441,point
17472,point
17507,point
17538,point
17574,point
17605,point
17640,point
17674,point
17706,point
17741,point
17771,point
17808,point
17839,point
18340,point
18371,point
18407,point
18439,point
18474,point
18506,point
18541,point
18572,point
18607,point
18638,point
18675,point
18705,point
18739,point
18772,point
18805,point
18838,point
18873,point
18905,point
18939,point
18972,point
19005,point
19038,point
19071,point
19104,point
19138,point
19171,point
19204,point
19238,point
19271,point
19304,point
19338,point
19371,point
19404,point
19438,point
19472,point
19505,point
19538,point
19572,point
19604,point
19638,point
19672,point
19706,point
19738,point
19773,point
19806,point
19838,point
19872,point
19906,point
19939,point
19973,point
20006,point
20035,point
20072,point
20104,point
20138,point
20172,point
20203,point
20239,point
20271,point
20307,point
20338,point
20370,point
20406,point
20439,point
20472,point
20504,point
20538,point
20571,point
20605,point
20637,point
21306,point
21337,point
21373,point
21404,point
21439,point
21472,point
21506,point
21539,point
21573,point
21602,point
21639,point
21672,point
21706,point
21738,point
21773,point
21804,point
21839,point
21871,point
21906,point
21938,point
21973,point
22004,point
22039,point
22071,point
22106,point
22138,point
22173,point
22204,point
22239,point
22271,point
22306,point
22338,point
22373,point
22404,point
22439,point
22471,point
22506,point
22538,point
22573,point
22604,point
22639,point
22671,point
22706,point
22739,point
22773,point
22804,point
22840,point
22872,point
22906,point
22938,point
22973,point
23005,point
23038,point
27138,point
27171,point
27206,point
27239,point
27272,point
27305,point
27341,point
27373,point
27406,point
27439,point
27472,point
27505,point
27538,point
27572,point
27605,point
27639,point
27671,point
27705,point
27740,point
27773,point
27808,point
27838,point
27872,point
27908,point
27938,point
27972,point
28005,point
28039,point
28074,point
28105,point
28140,point
28173,point
28206,point
28239,point
28272,point
28306,point
28340,point
28374,point
28407,point
28440,left_press
28474,left_press
28507,left_press
28539,left_press
28571,left_press
28606,left_press
28639,left_press
28674,left_press
28706,left_press
28740,left_press
28773,left_press
28806,left_press
28839,left_press
28873,left_press
28905,left_press
28940,left_press
28972,left_press
29006,left_press
29039,left_press
29073,left_press
29106,left_press
29138,left_press
29172,left_press
29205,left_press
29238,left_press
29274,left_press
29306,left_press
29340,left_press
29373,left_press
29406,left_press
29438,left_press
29472,left_press
29505,left_press
29541,left_press
29571,left_press
29607,left_press
30640,point
30673,point
30708,point
30740,point
30774,point
30803,point
30841,point
30870,point
30909,point
30940,point
30975,point
31007,point
31040,point
31073,point
31108,point
31140,point
31174,point
31208,point
31241,point
31273,point
31306,point
31339,point
31372,point
31406,point
31440,point
31473,point
31506,point
31540,point
31573,point
31607,point
31638,point
31670,point
31705,point
31739,point
31773,point
31806,point
31840,point
31873,point
31908,point
31942,point
31974,point
32008,point
32039,point
32072,point
32106,left_press
32139,left_press
32173,left_press
32206,left_press
32241,left_press
32274,left_press
32305,left_press
32339,left_press
32372,left_press
32405,left_press
32439,left_release
32472,left_release
32506,left_release
32539,left_release
32573,left_release
32607,left_release
32641,left_release
32675,left_release
32706,left_release
32739,left_release
32772,left_release
32807,left_release
32840,left_release
33805,point
33840,point
33873,point
33907,point
33940,point
33974,point
34008,point
34037,point
34072,point
34107,point
34141,point
34172,point
34207,point
34240,point
34273,point
34307,point
34341,point
34374,point
34408,point
34441,point
34474,point
34508,point
34541,point
34573,point
34605,point
34639,point
34674,point
34706,point
34740,point
34774,point
34806,point
34841,point
34873,point
34908,point
34941,point
34975,point
35007,point
35037,point
35074,point
35106,point
35139,point
35171,left_press
35207,left_press
35239,left_press
35274,left_press
35307,left_press
35341,left_press
35374,left_press
35406,left_press
35441,left_press
35474,left_release
35508,left_release
35540,left_release
35574,left_release
35608,left_release
35641,left_release
35675,left_release
35708,left_release
35741,left_release
35775,left_release
35805,left_release
35840,left_release
35872,left_release
35908,left_release
35940,left_release
35974,left_release
36007,left_release
36040,point
36073,point
36106,point
36141,point
36173,point
36208,point
36240,point
36274,point
36307,point
36340,point
37172,point
37208,point
37241,point
37272,point
37308,point
37339,point
37374,point
37406,point
37441,point
37473,point
37508,point
37540,point
37573,point
37608,point
37642,point
37673,point
37706,point
37741,point
37773,point
37807,point
37840,point
37873,point
37905,point
37940,point
37974,point
38007,point
38039,point
38074,point
38106,point
38139,point
38174,point
38207,point
38241,point
38273,point
38307,point
38340,point
38374,point
38406,point
38441,point
38473,point
38508,point
38540,point
38574,point
38607,point
38641,left_press
38672,left_press
38708,left_press
38740,left_press
38773,left_press
38806,left_press
38841,left_press
38873,left_press
38907,left_press
38939,left_release
38974,left_release
39007,left_release
39038,left_release
39075,left_release
39106,left_release
39141,left_release
39173,left_release
39207,left_release
39240,left_release
39275,left_release
39307,left_release
39341,left_release
39373,left_release
39407,left_release
39441,left_release
39473,left_release
39507,point
39541,point
39574,point
39608,point
39641,point
39674,point
39708,point
39741,point
39775,point
39808,point
39841,point
39870,point
39908,point
40940,point
40972,point
41009,point
41039,point
41072,point
41106,point
41140,point
41173,point
41206,point
41240,point
41274,point
41307,point
41341,point
41374,point
41407,point
41442,point
41474,point
41507,point
41541,point
41574,point
41607,point
41641,point
41674,point
41707,point
41740,point
41774,point
41808,point
41841,point
41872,point
41908,point
41940,point
41974,point
42006,point
42037,point
42076,point
42107,point
42142,point
42173,point
42207,point
42241,point
42273,point
42307,point
42341,point
42373,left_press
42409,left_press
42439,left_press
42473,left_press
42507,left_press
42540,left_press
42574,left_press
42607,left_release
42640,left_release
42675,left_release
42706,left_release
42740,left_release
42773,left_release
42808,left_release
42841,left_release
42874,left_release
42907,left_release
42941,left_release
42974,left_release
43007,left_release
43040,left_release
43074,left_release
43109,left_release
43141,left_release
43174,left_release
43207,left_release
43240,point
43274,point
43307,point
43342,point
43374,point
43408,point
43442,point
46542,point
46575,point
46609,point
46641,point
46676,point
46707,point
46740,point
46773,point
46806,point
46841,point
46874,point
46907,point
46942,point
46975,point
47008,point
47041,point
47075,point
47108,point
47141,point
47175,point
47208,point
47242,point
47275,point
47308,point
47342,point
47374,point
47410,point
47440,point
47474,point
47507,point
47540,point
47574,point
47608,point
47640,point
47675,point
47710,point
47741,point
47773,point
47807,point
47840,point
47874,point
47908,point
47940,point
47974,point
48008,point
48041,point
48074,point
48110,point
48141,point
48177,point
48207,point
48244,point
48274,point
48310,point
48341,point
48375,point
48409,point
48442,point
48474,point
48511,point
48541,point
48577,point
48607,point
48644,point
48674,point
48710,point
48741,point
48777,point
48808,point
48843,point
48874,point
48911,point
48941,point
48977,point
49011,point
49044,point
49078,point
49110,point
49145,point
49177,point
49211,point
49244,point
49277,right_press
49311,right_press
49344,right_press
49374,right_press
49411,right_press
49441,right_press
49477,right_press
49508,right_press
49544,right_press
49574,right_press
49611,right_press
49641,right_press
49677,right_press
49710,right_release
49741,right_release
49776,right_release
49810,right_release
49841,right_release
49877,right_release
49908,right_release
49944,right_release
49974,right_release
50010,right_release
50039,right_release
50077,point
50107,point
50141,point
50641,point
50675,point
50710,point
50741,point
50777,point
50808,point
50840,point
50877,point
50908,point
50944,point
50975,point
51010,point
51041,point
51078,point
51108,point
51144,point
51174,point
51210,point
51241,point
51277,point
51308,point
51343,point
51374,point
51411,point
51441,point
51477,point
51508,point
51543,point
51575,point
51609,point
51644,point
51674,point
51711,point
51741,point
51777,point
51807,point
51843,point
51875,point
51910,point
51941,point
51977,point
52008,right_press
52044,right_press
52074,right_press
52111,right_press
52141,right_press
52177,right_press
52208,right_press
52244,right_release
52275,right_release
52311,right_release
52341,right_release
52377,right_release
52408,right_release
52444,right_release
52474,right_release
52510,right_release
52541,right_release
52577,right_release
52607,point
52643,point
52675,point
53276,point
53308,point
53344,point
53374,point
53409,point
53444,point
53474,point
53510,point
53542,point
53577,point
53608,point
53643,point
53675,point
53710,point
53741,point
53778,point
53808,point
53843,point
53874,point
53911,point
53942,point
53974,point
54007,point
54040,point
54074,point
54107,point
54141,point
54174,point
54208,point
54241,point
54274,point
54308,point
54342,point
54376,point
54408,point
54443,point
54475,point
54510,point
54541,point
54577,point
54609,point
54644,point
54674,point
54710,point
54741,point
54777,point
54807,point
54844,point
54874,point
54910,point
54941,point
54977,point
55008,point
55040,point
55078,right_press
55108,right_press
55144,right_press
55175,right_press
55210,right_press
55242,right_press
55277,right_press
55308,right_press
55344,right_release
55375,right_release
55411,right_release
55442,right_release
55477,right_release
55508,right_release
55544,right_release
55575,right_release
55610,right_release
55642,point
55676,point
55708,point
55744,point
55775,point
55810,point
55841,point
55877,point
55911,point
55941,point
56711,point
56742,point
56775,point
56811,point
56841,point
56877,point
56909,point
56944,point
56975,point
57010,point
57041,point
57077,point
57108,point
57144,point
57175,point
57210,point
57241,point
57277,point
57308,point
57343,point
57375,point
57410,point
57442,point
57476,point
57508,point
57543,point
57575,point
57611,point
57642,point
57676,point
57708,point
57743,point
57774,point
57810,point
57842,point
57876,point
57909,point
57943,point
57974,point
58009,point
58042,point
58076,point
58110,point
58141,point
58177,point
58209,point
58243,point
58275,point
58310,point
58342,point
58376,right_press
58408,right_press
58443,right_press
58475,right_press
58510,right_press
58541,right_press
58577,right_press
58608,right_press
58675,right_release
58710,right_release
58741,right_release
58777,right_release
58808,right_release
58843,right_release
58875,right_release
58910,right_release
58942,right_release
58976,right_release
59008,right_release
59042,point
59076,point
59109,point
59144,point
60341,point
60376,point
60409,point
60441,point
60475,point
60508,point
60542,point
60574,point
60608,point
60642,point
60675,point
60707,point
60742,point
60775,point
60808,point
60842,point
60876,point
60909,point
60942,point
60975,point
61007,point
61042,point
61076,point
61109,point
61142,point
61176,point
61209,point
61241,point
61275,point
61308,point
61342,point
61375,point
61409,point
61443,point
61475,point
61509,point
61542,point
61575,point
61608,point
61642,point
61674,right_press
61709,right_press
61742,right_press
61776,right_press
61808,right_press
61842,right_press
61875,right_press
61909,right_press
61942,right_press
61975,right_release
62009,right_release
62043,right_release
62075,right_release
62109,right_release
62142,right_release
62175,right_release
62208,right_release
62241,right_release
62275,right_release
62308,point
62342,point
62376,point
62410,point
62443,point
65841,point
65875,point
65908,point
65942,point
65976,point
66008,point
66044,point
66075,point
66108,point
66142,point
66175,point
66208,point
66241,point
66277,point
66310,point
66342,point
66374,point
66408,point
66441,point
66475,point
66509,point
66544,point
66574,point
66611,point
66642,point
66677,scroll_up
66710,scroll_up
66742,scroll_up
66775,scroll_up
66807,scroll_up
66841,scroll_up
66877,scroll_up
66909,scroll_up
66944,scroll_up
66977,scroll_up
67009,scroll_up
67043,scroll_up
67075,scroll_up
67111,scroll_up
67141,scroll_down
67175,scroll_down
67210,scroll_down
67242,scroll_down
67277,scroll_down
67309,scroll_down
67342,scroll_down
67374,scroll_down
67406,scroll_down
67440,scroll_down
67473,scroll_down
67506,scroll_down
67542,scroll_up
67575,scroll_up
67608,scroll_up
67642,scroll_up
67676,scroll_up
67709,scroll_up
67743,scroll_up
67777,scroll_up
67809,scroll_up
67839,scroll_up
67876,scroll_up
67907,scroll_down
67942,scroll_down
67975,scroll_down
68008,scroll_down
68042,scroll_down
68075,scroll_down
68108,scroll_down
68142,scroll_down
68175,scroll_down
68209,scroll_down
68244,scroll_down
68276,scroll_down
68310,scroll_down
68344,scroll_down
68374,scroll_down
68408,scroll_up
68441,scroll_up
68475,scroll_up
68508,scroll_up
68544,scroll_up
68576,scroll_up
68609,scroll_up
68643,scroll_up
68677,scroll_up
68710,scroll_up
68744,scroll_up
68776,scroll_down
68811,scroll_down
68843,scroll_down
68875,scroll_down
68908,scroll_down
68943,scroll_down
68976,scroll_down
69009,scroll_down
69043,scroll_down
69076,scroll_down
69109,scroll_down
69143,scroll_down
69176,scroll_down
69210,scroll_down
69241,scroll_down
69278,scroll_up
69310,scroll_up
69343,scroll_up
69374,scroll_up
69411,scroll_up
69443,scroll_up
69478,scroll_up
69511,scroll_up
69544,scroll_up
69577,scroll_up
69610,scroll_down
69644,scroll_down
69677,scroll_down
69711,scroll_down
69744,scroll_down
69777,scroll_down
69811,scroll_down
69841,scroll_down
69875,scroll_down
69909,scroll_down
69943,scroll_down
69975,scroll_down
70010,scroll_down
70039,scroll_down
70077,scroll_up
70110,scroll_up
70143,scroll_up
70175,scroll_up
70210,scroll_up
70243,scroll_up
70276,scroll_up
70310,scroll_up
70343,scroll_up
70377,scroll_up
70411,scroll_up
70442,scroll_up
70475,scroll_up
70509,scroll_up
70543,scroll_up
70575,scroll_up
70608,scroll_up
70643,scroll_up
70676,point
70709,point
70743,point
70777,point
70811,point
70843,point
70877,point
74041,point
74075,point
74110,point
74142,point
74176,point
74210,point
74243,point
74276,point
74310,point
74343,point
74377,point
74410,point
74443,point
74477,point
74510,scroll_up
74542,scroll_up
74578,scroll_up
74610,scroll_up
74644,scroll_up
74677,scroll_up
74711,scroll_up
74744,scroll_up
74778,scroll_up
74811,scroll_up
74845,scroll_up
74877,scroll_down
74911,scroll_down
74945,scroll_down
74978,scroll_down
75011,scroll_down
75039,scroll_down
75076,scroll_down
75109,scroll_down
75142,scroll_down
75175,scroll_down
75210,scroll_down
75243,scroll_down
75276,scroll_down
75310,scroll_down
75343,scroll_down
75376,scroll_down
75411,scroll_down
75444,scroll_up
75476,scroll_up
75509,scroll_up
75545,scroll_up
75577,scroll_up
75611,scroll_up
75644,scroll_up
75678,scroll_up
75710,scroll_up
75745,scroll_up
75778,
75811,scroll_down
75845,scroll_down
75878,scroll_down
75911,scroll_down
75945,scroll_down
75978,scroll_down
76009,scroll_down
76044,scroll_down
76077,scroll_down
76111,scroll_down
76145,scroll_down
76178,scroll_down
76210,scroll_down
76242,scroll_up
76277,scroll_up
76310,scroll_up
76343,scroll_up
76376,scroll_up
76410,scroll_up
76443,scroll_up
76477,scroll_up
76510,scroll_up
76544,scroll_up
76577,scroll_up
76610,scroll_up
76644,scroll_down
76677,scroll_down
76710,scroll_down
76743,scroll_down
76777,scroll_down
76811,scroll_down
76843,scroll_down
76877,scroll_down
76910,scroll_down
76943,scroll_down
76976,scroll_down
77010,scroll_down
77043,scroll_down
77077,scroll_down
77110,scroll_down
77144,scroll_up
77176,scroll_up
77210,scroll_up
77244,scroll_up
77277,scroll_up
77311,scroll_up
77342,scroll_up
77380,scroll_up
77409,scroll_up
77443,scroll_up
77477,scroll_up
77510,scroll_up
77543,scroll_down
77577,scroll_down
77610,scroll_down
77642,scroll_down
77676,scroll_down
77710,scroll_down
77743,scroll_down
77777,scroll_down
77811,scroll_down
77844,scroll_down
77876,scroll_down
77912,scroll_down
77941,scroll_down
77976,scroll_down
78009,scroll_down
78043,scroll_down
78076,scroll_down
78110,scroll_up
78144,scroll_up
78176,scroll_up
78211,scroll_up
78243,scroll_up
78276,scroll_up
78310,scroll_up
78344,scroll_up
78377,scroll_up
78410,scroll_up
78444,scroll_up
78476,scroll_up
78510,scroll_up
78544,scroll_up
78574,scroll_up
78608,scroll_up
78646,scroll_up
78677,scroll_down
78712,scroll_down
78744,scroll_down
78778,scroll_down
78812,scroll_down
78844,scroll_down
78878,scroll_down
78911,scroll_down
78944,scroll_down
78976,scroll_down
79010,scroll_down
79042,scroll_down
79078,scroll_down
79111,scroll_down
